point_id	beta	gamma	sigma
2612	0.35522272	0.20582562	0.13880337
2613	0.44704743	0.29685191	0.21998851
2614	0.11627896	0.10075635	0.34865829
2615	0.14633695	0.14531581	0.55258616
2616	0.18416490	0.20958166	0.87579004
2617	0.23177133	0.11383765	0.15219487
2618	0.29168398	0.16418230	0.24121261
2619	0.36708398	0.23679185	0.38229622
2620	0.46197481	0.12861730	0.60589867
2621	0.12016164	0.18549824	0.96028468
2622	0.15122330	0.26753476	0.10725067
2623	0.19031436	0.10494061	0.16998085
2624	0.23951042	0.15135055	0.26940149
2625	0.30142361	0.21828527	0.42697259
2626	0.37934130	0.11856515	0.67670596
2627	0.47740063	0.17100054	0.11759802
2628	0.12417396	0.24662546	0.18638030
2629	0.15627280	0.13395858	0.29539286
2630	0.19666915	0.19320171	0.46816614
2631	0.24750792	0.27864508	0.74199333
2632	0.31148846	0.10929864	0.12894366
2633	0.39200790	0.15763591	0.20436193
2634	0.49334153	0.22735033	0.32389183
2635	0.10244250	0.12348899	0.51333396
2636	0.12892378	0.17810194	0.81357951
2637	0.16225045	0.25686744	0.14138391
2638	0.20419202	0.13952168	0.22407840
2639	0.25697544	0.20122508	0.35514033
2640	0.32340332	0.29021679	0.56285950
2641	0.40700274	0.10213223	0.89207219
2642	0.10586317	0.14730017	0.15502438
2643	0.13322868	0.21244360	0.24569708
2644	0.16766816	0.11539216	0.38940363
2645	0.21101020	0.16642429	0.61716317
2646	0.26555612	0.24002536	0.97813770
2647	0.33420209	0.13037363	0.10924461
2648	0.42059298	0.18803132	0.17314103
2649	0.10939805	0.27118809	0.27441004
2650	0.13767733	0.10637363	0.43491061
2651	0.17326677	0.15341732	0.68928686
2652	0.21805605	0.22126607	0.11978433
2653	0.27442331	0.12018422	0.18984537
2654	0.34536145	0.17333564	0.30088463
2655	0.43463702	0.24999325	0.47687000
2656	0.11305096	0.13578785	0.75578801
2657	0.14227452	0.19583997	0.13134090
2658	0.17905233	0.28245012	0.20816130
2659	0.22533717	0.11079117	0.32991343
2660	0.28358659	0.15978851	0.52287756
2661	0.35689343	0.23045491	0.82870508
2662	0.44915001	0.12517529	0.14401244
2663	0.11682585	0.18053401	0.22824433
2664	0.14702521	0.26037510	0.36174289
2665	0.18503108	0.14142692	0.57332384
2666	0.23286142	0.20397291	0.90865705
2667	0.29305585	0.29417985	0.15790650
2668	0.36881048	0.10352690	0.25026493
2669	0.46414760	0.14931163	0.39664319
2670	0.12072679	0.21534463	0.62863709
2671	0.15193454	0.11696790	0.99632264
2672	0.19120946	0.16869690	0.10007371
2673	0.24063690	0.24330303	0.15860614
2674	0.30284129	0.13215395	0.25137379
2675	0.38112544	0.19059898	0.39840061
2676	0.47964597	0.27489130	0.63142242
2677	0.12475798	0.10782622	0.10972864
2678	0.15700779	0.15551231	0.17390818
2679	0.19759414	0.22428757	0.27562588
2680	0.24867202	0.12182540	0.43683759
2681	0.31295347	0.17570263	0.69234092
2682	0.39385162	0.25340704	0.12031506
2683	0.49566185	0.13764211	0.19068652
2684	0.10292432	0.19851427	0.30221777
2685	0.12953015	0.28630712	0.47898289
2686	0.16301355	0.11230408	0.75913672
2687	0.20515238	0.16197051	0.13192284
2688	0.25818406	0.23360189	0.20908361
2689	0.32492437	0.12688462	0.33137520
2690	0.40891698	0.18299929	0.52519430
2691	0.10636107	0.26393065	0.83237686
2692	0.13385529	0.14335818	0.14465052
2693	0.16845675	0.20675827	0.22925562
2694	0.21200264	0.29819702	0.36334568
2695	0.26680510	0.10121291	0.57586409
2696	0.33577393	0.14597427	0.91268308
2697	0.42257114	0.21053133	0.10193422
2698	0.10991258	0.11435348	0.16155485
2699	0.13832486	0.16492625	0.25604718
2700	0.17408169	0.23786482	0.40580744
2701	0.21908163	0.12920010	0.64316144
2702	0.27571400	0.18633879	0.11176865
2703	0.34698578	0.26874703	0.17714137
2704	0.43668124	0.10541613	0.28075015
2705	0.11358267	0.15203636	0.44495900
2706	0.14294367	0.21927438	0.70521250
2707	0.17989446	0.11910240	0.12255189
2708	0.22639699	0.17177539	0.19423165
2709	0.28492038	0.24774298	0.30783642
2710	0.35857199	0.13456558	0.48788785
2711	0.45126248	0.19407716	0.77325013
2712	0.11737532	0.27990770	0.13437547
2713	0.14771671	0.10979390	0.21297077
2714	0.18590133	0.15835021	0.33753592
2715	0.23395662	0.22838052	0.53495839
2716	0.29443417	0.12404855	0.84785190
2717	0.37054509	0.17890897	0.14733977
2718	0.46633061	0.25803138	0.23351781
2719	0.12129460	0.14015389	0.37010078
2720	0.15264913	0.20213689	0.58657021
2721	0.19210877	0.29153184	0.92965113
2722	0.24176868	0.10259502	0.10382932
2723	0.30426563	0.14796762	0.16455838
2724	0.38291798	0.21340624	0.26080745
2725	0.48190187	0.11591503	0.41335196
2726	0.12534475	0.16717840	0.65511871
2727	0.15774624	0.24111298	0.11384658
2728	0.19852348	0.13096439	0.18043467
2729	0.24984159	0.18888334	0.28596969
2730	0.31442538	0.27241691	0.45323141
2731	0.39570401	0.10685564	0.71832338
2732	0.49799308	0.15411250	0.12483030
2733	0.10013415	0.22226868	0.19784269
2734	0.12601873	0.12072881	0.31355953
2735	0.15859444	0.17412107	0.49695836
2736	0.19959093	0.25112604	0.78762592
2737	0.25118498	0.13640315	0.13687370
2738	0.31611603	0.19672738	0.21693019
2739	0.39783169	0.28372998	0.34381118
2740	0.10347774	0.11129319	0.54490401
2741	0.13022662	0.16051256	0.86361465
2742	0.16389007	0.23149917	0.15007903
2743	0.20625548	0.12574249	0.23785923
2744	0.25957231	0.18135206	0.37698147
2745	0.32667148	0.26155493	0.59747536
2746	0.41111571	0.14206776	0.94693463
2747	0.10693297	0.20489717	0.10575965
2748	0.13457503	0.29551286	0.16761775
2749	0.16936253	0.10399601	0.26565623
2750	0.21314257	0.14998820	0.42103675
2751	0.26823970	0.21632041	0.66729827
2752	0.33757938	0.11749791	0.11596315
2753	0.42484329	0.16946131	0.18378921
2754	0.11050357	0.24440550	0.29128626
2755	0.13906863	0.13275278	0.46165761
2756	0.17501772	0.19146264	0.73167801
2757	0.22025962	0.27613690	0.12715106
2758	0.27719650	0.10831481	0.20152086
2759	0.34885151	0.15621698	0.31938903
2760	0.43902926	0.22530388	0.50619750
2761	0.11419340	0.12237742	0.80226898
2762	0.14371228	0.17649878	0.13941837
2763	0.18086175	0.25455530	0.22096323
2764	0.22761432	0.13826580	0.35020311
2765	0.28645238	0.19941379	0.55503453
2766	0.36050002	0.28760446	0.87967044
2767	0.45368890	0.11281296	0.15286920
2768	0.11800644	0.16270444	0.24228136
2769	0.14851098	0.23466041	0.38399008
2770	0.18690091	0.12745957	0.60858326
2771	0.23521460	0.18382851	0.96453946
2772	0.29601733	0.26512660	0.10772587
2773	0.37253750	0.14400777	0.17073399
2774	0.46883805	0.20769515	0.27059514
2775	0.12194680	0.29954824	0.42886440
2776	0.15346992	0.10005025	0.67970427
2777	0.19314173	0.14429742	0.11811906
2778	0.24306866	0.20811290	0.18720610
2779	0.30590166	0.11303987	0.29670168
2780	0.38497691	0.16303170	0.47024047
2781	0.48449304	0.23513240	0.74528091
2782	0.10060511	0.12771594	0.12951498
2783	0.12661143	0.18419826	0.20526741
2784	0.15934035	0.26565986	0.32532692
2785	0.20052966	0.10420518	0.51560842
2786	0.25236637	0.15028988	0.81718427
2787	0.31760281	0.21675552	0.14201035
2788	0.39970280	0.11773424	0.22507124
2789	0.10396442	0.16980216	0.35671387
2790	0.13083911	0.24489709	0.56535339
2791	0.16466089	0.13301979	0.89602474
2792	0.20722556	0.19184774	0.15571125
2793	0.26079314	0.27669232	0.24678571
2794	0.32820790	0.10853267	0.39112898
2795	0.41304930	0.15653119	0.61989766
2796	0.10743590	0.22575705	0.98247159
2797	0.13520797	0.12262357	0.10044308
2798	0.17015909	0.17685379	0.15919155
2799	0.21414503	0.25506730	0.25230160
2800	0.26950130	0.13854390	0.39987108
2801	0.33916710	0.19981489	0.63375296
2802	0.42684144	0.28818293	0.11013364
2803	0.11102330	0.10141648	0.17455006
2804	0.13972271	0.14626788	0.27664320
2805	0.17584088	0.21095479	0.43844992
2806	0.22129556	0.11458348	0.69489630
2807	0.27850023	0.16525798	0.12075914
2808	0.35049225	0.23834325	0.19139033
2809	0.44109413	0.12945997	0.30333324
2810	0.11473048	0.18671358	0.48075078
2811	0.14438819	0.26928758	0.76193864
2812	0.18171239	0.10562816	0.13240976
2813	0.22868485	0.15234217	0.20985533
2814	0.28779964	0.21971542	0.33259828
2815	0.36219555	0.11934196	0.52713275
2816	0.45582272	0.17212090	0.83544911
2817	0.11856145	0.24824129	0.14518442
2818	0.14920947	0.13483625	0.23010179
2819	0.18777996	0.19446752	0.36468676
2820	0.23632088	0.28047069	0.57798957
2821	0.29740958	0.11001474	0.91605173
2822	0.37428964	0.15866871	0.10231045
2823	0.47104312	0.22883987	0.16215114
2824	0.12252034	0.12429806	0.25699223
2825	0.15419173	0.17926882	0.40730524
2826	0.19405012	0.25855038	0.64553531
2827	0.24421188	0.14043579	0.11218118
2828	0.30734039	0.20254346	0.17779519
2829	0.38678756	0.29211822	0.28178638
2830	0.48677174	0.10280138	0.44660132
2831	0.10107828	0.14826524	0.70781539
2832	0.12720691	0.21383548	0.12300422
2833	0.16008977	0.11614818	0.19494855
2834	0.20147280	0.16751466	0.30897262
2835	0.25355331	0.24159795	0.48968861
2836	0.31909658	0.13122781	0.77610414
2837	0.40158271	0.18926325	0.13487144
2838	0.10445339	0.27296484	0.21375683
2839	0.13145449	0.10707056	0.33878174
2840	0.16543533	0.15442248	0.53693288
2841	0.20820019	0.22271575	0.85098127
2842	0.26201972	0.12097164	0.14788360
2843	0.32975155	0.17447129	0.23437970
2844	0.41499198	0.25163115	0.37146680
2845	0.10794120	0.13667750	0.58873520
2846	0.13584389	0.19712307	0.93308240
2847	0.17095939	0.28430066	0.10421254
2848	0.21515221	0.11151704	0.16516575
2849	0.27076884	0.16083541	0.26177008
2850	0.34076230	0.23196480	0.41487761
2851	0.42884899	0.12599541	0.65753670
2852	0.11154547	0.18171683	0.11426678
2853	0.14037986	0.26208101	0.18110065
2854	0.17666790	0.14235351	0.28702518
2855	0.22233637	0.20530930	0.45490426
2856	0.27981009	0.29610724	0.72097466
2857	0.35214071	0.10050360	0.12529104
2858	0.44316871	0.14495128	0.19857291
2859	0.11527009	0.20905592	0.31471685
2860	0.14506729	0.11355208	0.49879260
2861	0.18256703	0.16377044	0.79053299
2862	0.22976042	0.23619785	0.13737889
2863	0.28915324	0.12829466	0.21773087
2864	0.36389905	0.18503291	0.34508017
2865	0.45796657	0.26686364	0.54691521
2866	0.11911908	0.10467737	0.86680219
2867	0.14991124	0.15097088	0.15063296
2868	0.18866313	0.21773769	0.23873715
2869	0.23743236	0.11826773	0.37837288
2870	0.29880837	0.17057158	0.59968060
2871	0.37605002	0.24600679	0.95042970
2872	0.47325856	0.13362254	0.10615000
2873	0.12309659	0.19271705	0.16823641
2874	0.15491693	0.27794609	0.26663675
2875	0.19496279	0.10902446	0.42259076
2876	0.24536047	0.15724048	0.66976122
2877	0.30878590	0.22678001	0.11639116
2878	0.38860672	0.12317921	0.18446756
2879	0.48906116	0.17765516	0.29236138
2880	0.10155368	0.25622308	0.46336156
2881	0.12780520	0.13917168	0.73437858
2882	0.16084271	0.20072030	0.12762037
2883	0.20242038	0.28948877	0.20226466
2884	0.25474584	0.10187603	0.32056788
2885	0.32059737	0.14693066	0.50806584
2886	0.40347146	0.21191068	0.80523010
2887	0.10494467	0.11510269	0.13993295
2888	0.13207275	0.16600681	0.22177879
2889	0.16621342	0.23942325	0.35149569
2890	0.20917941	0.13004659	0.55708312
2891	0.26325207	0.18755963	0.88291725
2892	0.33130246	0.27050780	0.15343343
2893	0.41694379	0.10610679	0.24317560
2894	0.10844888	0.15303247	0.38540736
2895	0.13648280	0.22071101	0.61082950
2896	0.17176346	0.11988273	0.96809951
2897	0.21616413	0.17290082	0.10812348
2898	0.27204233	0.24936614	0.17136416
2899	0.34236499	0.13544723	0.27159389
2900	0.43086598	0.19534870	0.43044731
2901	0.11207010	0.28174158	0.68221301
2902	0.14104010	0.11051324	0.11855503
2903	0.17749882	0.15938768	0.18789707
2904	0.22338208	0.22987681	0.29779678
2905	0.28112611	0.12486128	0.47197609
2906	0.35379692	0.18008113	0.74803170
2907	0.44525305	0.25972194	0.12999301
2908	0.11581224	0.14107215	0.20602504
2909	0.14574958	0.20346124	0.32652768
2910	0.18342569	0.29344189	0.51751149
2911	0.23084104	0.10326720	0.82020044
2912	0.29051321	0.14893707	0.14253450
2913	0.36561057	0.21480443	0.22590196
2914	0.46012051	0.11667448	0.35803048
2915	0.11967933	0.16827372	0.56744007
2916	0.15061631	0.24269270	0.89933190
2917	0.18955047	0.13182244	0.15628597
2918	0.23854906	0.19012086	0.24769657
2919	0.30021375	0.27420172	0.39257261
2920	0.37781868	0.10755573	0.62218566
2921	0.47548442	0.15512221	0.98609782
2922	0.12367555	0.22372493	0.10081380
2923	0.15564554	0.12151979	0.15977911
2924	0.19587975	0.17526187	0.25323283
2925	0.24651447	0.25277136	0.40134698
2926	0.31023820	0.13729683	0.63609210
2927	0.39043445	0.19801629	0.11054014
2928	0.49136134	0.28558891	0.17519431
2929	0.10203132	0.11202236	0.27766427
2930	0.12840630	0.16156420	0.44006821
2931	0.16159920	0.23301590	0.69746112
2932	0.20337242	0.12656633	0.12120485
2933	0.25594398	0.18254023	0.19209674
2934	0.32210523	0.26326857	0.30445282
2935	0.40536909	0.14299856	0.48252520
2936	0.10543825	0.20623961	0.76475091
2937	0.13269392	0.29744899	0.13289848
2938	0.16699516	0.10095901	0.21062989
2939	0.21016324	0.14560809	0.33382588
2940	0.26449022	0.21000320	0.52907836
2941	0.33286066	0.11406662	0.83853269
2942	0.41890479	0.16451253	0.14572028
2943	0.10895894	0.23726812	0.23095108
2944	0.13712471	0.12887600	0.36603280
2945	0.17257131	0.18587135	0.58012289
2946	0.21718081	0.26807287	0.91943282
2947	0.27332182	0.10515169	0.10268807
2948	0.34397522	0.15165498	0.16274963
2949	0.43289246	0.21872432	0.25794077
2950	0.11259719	0.11880363	0.40880858
2951	0.14170345	0.17134449	0.64791793
2952	0.17833364	0.24712151	0.11259523
2953	0.22443270	0.13422802	0.17845142
2954	0.28244832	0.19359031	0.28282644
2955	0.35546092	0.27920554	0.44824969
2956	0.44734719	0.10951848	0.71042789
2957	0.11635693	0.15795298	0.12345822
2958	0.14643508	0.22780762	0.19566809
2959	0.18428839	0.12373737	0.31011302
2960	0.23192675	0.17846017	0.49149601
2961	0.29187957	0.25738410	0.77896869
2962	0.36733013	0.13980231	0.13536924
2963	0.46228458	0.20162982	0.21454579
2964	0.12024221	0.29080052	0.34003216
2965	0.15132470	0.10233766	0.53891466
2966	0.19044197	0.14759644	0.85412218
2967	0.23967102	0.21287091	0.14842942
2968	0.30162573	0.11562425	0.23524478
2969	0.37959567	0.16675903	0.37283785
2970	0.47772075	0.24050814	0.59090818
2971	0.12425722	0.13063586	0.93652635
2972	0.15637759	0.18840952	0.10459719
2973	0.19680103	0.27173354	0.16577537
2974	0.24767389	0.10658759	0.26273625
2975	0.31169733	0.15372590	0.41640890
2976	0.39227076	0.22171112	0.65996363
2977	0.49367234	0.12042596	0.11468853
2978	0.10251120	0.17368428	0.18176908
2979	0.12901023	0.25049608	0.28808457
2980	0.16235924	0.13606097	0.45658328
2981	0.20432894	0.19623388	0.72363573
2982	0.25714775	0.28301823	0.12575348
2983	0.32362017	0.11101401	0.19930583
2984	0.40727565	0.16010991	0.31587845
2985	0.10593415	0.23091844	0.50063361
2986	0.13331802	0.12542707	0.79345080
2987	0.16778059	0.18089713	0.13788595
2988	0.21115169	0.26089881	0.21853450
2989	0.26573418	0.14171138	0.34635383
2990	0.33442619	0.20438318	0.54893383
2991	0.42087501	0.29477155	0.87000150
2992	0.10947140	0.10373513	0.15118893
2993	0.13776965	0.14961195	0.23961831
2994	0.17338296	0.21577777	0.37976943
2995	0.21820227	0.11720316	0.60189398
2996	0.27460733	0.16903621	0.95393767
2997	0.34559303	0.24379240	0.10654179
2998	0.43492847	0.13241976	0.16885736
2999	0.11312677	0.19098235	0.26762088
3000	0.14236992	0.27544421	0.42415052
3001	0.17917239	0.10804309	0.67223327
3002	0.22548827	0.15582511	0.11682075
3003	0.28377675	0.22473869	0.18514842
3004	0.35713274	0.12207043	0.29344046
3005	0.44945118	0.17605603	0.46507179
3006	0.11690419	0.25391673	0.73708912
3007	0.14712380	0.13791896	0.12809141
3008	0.18515515	0.19891356	0.20301120
3009	0.23301756	0.28688299	0.32175107
3010	0.29325235	0.11252996	0.50994108
3011	0.36905778	0.16229629	0.80820215
3012	0.46445883	0.23407175	0.14044944
3013	0.12080774	0.12713984	0.22259736
3014	0.15203642	0.18336737	0.35279303
3015	0.19133767	0.26446152	0.55913928
3016	0.24079826	0.14364652	0.88617603
3017	0.30304436	0.20717414	0.15399974
3018	0.38138100	0.29879681	0.24407315
3019	0.47996759	0.10020114	0.38682987
3020	0.12484164	0.14451505	0.61308403
3021	0.15711307	0.20842676	0.97167270
3022	0.19772664	0.11321035	0.10852255
3023	0.24883876	0.16327757	0.17199665
3024	0.31316332	0.23548701	0.27259633
3025	0.39411571	0.12790856	0.43203606
3026	0.49599421	0.18447606	0.68473102
3027	0.10299333	0.26606052	0.11899261
3028	0.12961700	0.10436234	0.18859058
3029	0.16312286	0.15051654	0.29889593
3030	0.20528995	0.21708241	0.47371812
3031	0.25835719	0.11791180	0.75079263
3032	0.32514225	0.17005825	0.13047281
3033	0.40919118	0.24526643	0.20678546
3034	0.10643239	0.13322041	0.32773287
3035	0.13394505	0.19213707	0.51942159
3036	0.16856970	0.27710961	0.82322775
3037	0.21214479	0.10869635	0.14306059
3038	0.26698400	0.15676727	0.22673575
3039	0.33599909	0.22609752	0.35935195
3040	0.42285450	0.12280850	0.56953445
3041	0.10998628	0.17712051	0.90265128
3042	0.13841761	0.25545198	0.15686281
3043	0.17419842	0.13875285	0.24861081
3044	0.21922853	0.20011624	0.39402157
3045	0.27589888	0.28861756	0.62448211
3046	0.34721845	0.10156943	0.98973744
3047	0.43697405	0.14648847	0.10118590
3048	0.11365883	0.21127294	0.16036884
3049	0.14303952	0.11475629	0.25416749
3050	0.18001509	0.16550721	0.40282832
3051	0.22654880	0.23870271	0.63843987
3052	0.28511143	0.12965521	0.11094813
3053	0.35881243	0.18699517	0.17584094
3054	0.45156507	0.26969371	0.27868911
3055	0.11745402	0.10578746	0.44169247
3056	0.14781576	0.15257192	0.70003540
3057	0.18602598	0.22004679	0.12165221
3058	0.23411350	0.11952195	0.19280576
3059	0.29463160	0.17238048	0.30557653
3060	0.37079356	0.24861567	0.48430617
3061	0.46664330	0.13503960	0.76757355
3062	0.12137593	0.19476080	0.13338899
3063	0.15275148	0.28089368	0.21140731
3064	0.19223758	0.11018066	0.33505801
3065	0.24193080	0.15890800	0.53103115
3066	0.30446965	0.22918500	0.84162766
3067	0.38317474	0.12448552	0.14625812
3068	0.48222501	0.17953918	0.23180351
3069	0.12542880	0.25894031	0.36738380
3070	0.15785202	0.14064759	0.58226408
3071	0.19865660	0.20284893	0.92282638
3072	0.22360680	0.11050315	0.15848932
3073	0.14953488	0.12210946	0.25118864
3074	0.33437015	0.13493480	0.39810717
3075	0.12228445	0.14910721	0.63095734
3076	0.27343635	0.16476816	0.10964782
3077	0.18285791	0.18207401	0.17378008
3078	0.40888272	0.20119752	0.27542287
3079	0.11058230	0.22232959	0.43651583
3080	0.24726954	0.24568121	0.69183097
3081	0.16535911	0.27148547	0.12022644
3082	0.36975421	0.10091208	0.19054607
3083	0.13522496	0.11151103	0.30199517
3084	0.30237221	0.12322320	0.47863009
3085	0.20220849	0.13616551	0.75857758
3086	0.45215192	0.15046718	0.13182567
3087	0.10515812	0.16627098	0.20892961
3088	0.23514070	0.18373467	0.33113112
3089	0.15724807	0.20303260	0.52480746
3090	0.35161737	0.22435741	0.83176377
3091	0.12859203	0.24792201	0.14454398
3092	0.28754053	0.27396163	0.22908677
3093	0.19228994	0.10183248	0.36307805
3094	0.42997338	0.11252809	0.57543994
3095	0.11628627	0.12434709	0.91201084
3096	0.26002400	0.13740745	0.10185914
3097	0.17388853	0.15183956	0.16143586
3098	0.38882658	0.16778750	0.25585859
3099	0.14220003	0.18541047	0.40550854
3100	0.31796893	0.20488441	0.64268772
3101	0.21263864	0.22640373	0.11168632
3102	0.47547446	0.25018325	0.17701090
3103	0.10254663	0.27646038	0.28054336
3104	0.22930124	0.10276127	0.44463127
3105	0.15334298	0.11355444	0.70469307
3106	0.34288533	0.12548123	0.12246162
3107	0.12539859	0.13866071	0.19408859
3108	0.28039977	0.15322446	0.30760968
3109	0.18751463	0.16931785	0.48752849
3110	0.41929546	0.18710156	0.77268059
3111	0.11339843	0.20675312	0.13427650
3112	0.25356659	0.22846871	0.21281390
3113	0.16957020	0.25246512	0.33728731
3114	0.37917049	0.27898191	0.53456436
3115	0.13866865	0.10369853	0.84722741
3116	0.31007252	0.11459014	0.14723125
3117	0.20735799	0.12662572	0.23334581
3118	0.46366657	0.13992541	0.36982818
3119	0.10783611	0.15462198	0.58613816
3120	0.24112888	0.17086216	0.92896639
3121	0.16125260	0.18880807	0.10375284
3122	0.36057177	0.20863887	0.16443717
3123	0.13186680	0.23055252	0.26061535
3124	0.29486313	0.25476780	0.41304750
3125	0.19718686	0.28152645	0.65463617
3126	0.44092322	0.10464434	0.11376273
3127	0.11924765	0.11563530	0.18030177
3128	0.26664586	0.12778064	0.28575905
3129	0.17831683	0.14120164	0.45289758
3130	0.39872856	0.15603226	0.71779429
3131	0.14582134	0.17242056	0.12473835
3132	0.32606644	0.19053015	0.19769696
3133	0.21805377	0.21054182	0.31332857
3134	0.48758305	0.23265534	0.49659232
3135	0.10126531	0.25709148	0.78704579
3136	0.22643612	0.28409419	0.13677288
3137	0.15142696	0.10559878	0.21677041
3138	0.33860098	0.11668998	0.34355795
3139	0.12383173	0.12894610	0.54450265
3140	0.27689617	0.14248951	0.86297855
3141	0.18517163	0.15745539	0.14996848
3142	0.41405636	0.17399317	0.23768403
3143	0.11198151	0.19226794	0.37670380
3144	0.25039827	0.21246213	0.59703529
3145	0.16745142	0.23477734	0.94623716
3146	0.37443275	0.25943636	0.10568175
3147	0.13693598	0.28668535	0.16749429
3148	0.30619816	0.10656192	0.26546056
3149	0.20476705	0.11775428	0.42072663
3150	0.45787305	0.13012219	0.66680677
3151	0.10648870	0.14378912	0.11587774
3152	0.23811597	0.15889151	0.18365383
3153	0.15923774	0.17558012	0.29107171
3154	0.35606642	0.19402157	0.46131757
3155	0.13021912	0.21439995	0.73113908
3156	0.29117881	0.23691870	0.12705741
3157	0.19472301	0.26180262	0.20137242
3158	0.43541388	0.28930014	0.31915379
3159	0.11775765	0.10753385	0.50582466
3160	0.26331412	0.11882830	0.80167806
3161	0.17608876	0.13130901	0.13931568
3162	0.39374644	0.14510059	0.22080047
3163	0.14399930	0.16034073	0.34994517
3164	0.32199223	0.17718155	0.55462571
3165	0.21532918	0.19579120	0.87902252
3166	0.48149069	0.21635544	0.15275661
3167	0.10384417	0.23907958	0.24210290
3168	0.23220262	0.26419047	0.38370725
3169	0.15528325	0.29193879	0.60813500
3170	0.34722390	0.10851465	0.96382902
3171	0.12698527	0.11991210	0.10764652
3172	0.28394770	0.13250665	0.17060824
3173	0.18988727	0.14642402	0.27039584
3174	0.42460085	0.16180316	0.42854852
3175	0.11483327	0.17879759	0.67920363
3176	0.25677500	0.19757697	0.11803206
3177	0.17171579	0.21832877	0.18706821
3178	0.38396818	0.24126017	0.29648314
3179	0.14042324	0.26660009	0.46989411
3180	0.31399591	0.29460150	0.74473197
3181	0.20998172	0.10950438	0.12941958
3182	0.46953340	0.12100579	0.20511622
3183	0.10920057	0.13371522	0.32508730
3184	0.24417991	0.14775953	0.51522864
3185	0.16329295	0.16327893	0.81658237
3186	0.36513413	0.18042836	0.14190575
3187	0.13353533	0.19937902	0.22490546
3188	0.29859407	0.22032010	0.35645113
3189	0.19968189	0.24346065	0.56493697
3190	0.44650227	0.26903169	0.89536477
3191	0.12075651	0.29728850	0.15559656
3192	0.27001976	0.10008257	0.24660393
3193	0.18057310	0.11059440	0.39084090
3194	0.40377372	0.12221029	0.61944108
3195	0.14766644	0.13504622	0.98174794
3196	0.33019219	0.14923033	0.10036909
3197	0.22081283	0.16490422	0.15907429
3198	0.49375249	0.18222436	0.25211576
3199	0.10063067	0.20136365	0.39957656
3200	0.22501701	0.22251318	0.63328616
3201	0.15047795	0.24588408	0.11005252
3202	0.33647891	0.27170965	0.17442149
3203	0.12305566	0.10099541	0.27643944
3204	0.27516083	0.11160311	0.43812698
3205	0.18401113	0.12332495	0.69438447
3206	0.41146141	0.13627795	0.12067019
3207	0.11127971	0.15059143	0.19124936
3208	0.24882899	0.16640827	0.30310982
3209	0.16640198	0.18388639	0.48039668
3210	0.37208613	0.20320025	0.76137743
3211	0.13607778	0.22454268	0.13231223
3212	0.30427917	0.24812673	0.20970076
3213	0.20348375	0.27418786	0.33235330
3214	0.45500349	0.10191656	0.52674449
3215	0.10582132	0.11262101	0.83483375
3216	0.23662366	0.12444977	0.14507748
3217	0.15823978	0.13752091	0.22993231
3218	0.35383490	0.15196494	0.36441815
3219	0.12940302	0.16792605	0.57756385
3220	0.28935395	0.18556357	0.91537701
3221	0.19350265	0.20505359	0.10223509
3222	0.43268508	0.22659068	0.16203170
3223	0.11701965	0.25038984	0.25680295
3224	0.26166389	0.27668866	0.40700524
3225	0.17498519	0.10284612	0.64505983
3226	0.39127878	0.11364820	0.11209855
3227	0.14309684	0.12558485	0.17766423
3228	0.31997426	0.13877521	0.28157883
3229	0.21397968	0.15335098	0.44627237
3230	0.47847312	0.16945767	0.70729404
3231	0.10319336	0.18725606	0.12291362
3232	0.23074737	0.20692384	0.19480496
3233	0.15431007	0.22865737	0.30874505
3234	0.34504780	0.25267359	0.48932792
3235	0.12618944	0.27921228	0.77553250
3236	0.28216816	0.10378416	0.13477210
3237	0.18869722	0.11468477	0.21359939
3238	0.42193982	0.12673028	0.33853221
3239	0.11411359	0.14004095	0.53653740
3240	0.25516575	0.15474966	0.85035447
3241	0.17063962	0.17100325	0.14777467
3242	0.38156180	0.18896398	0.23420707
3243	0.13954319	0.20881115	0.37119319
3244	0.31202805	0.23074290	0.58830156
3245	0.20866573	0.25497817	0.93239514
3246	0.46659076	0.28175892	0.10413579
3247	0.10851620	0.10473075	0.16504410
3248	0.24264960	0.11573078	0.26157727
3249	0.16226956	0.12788616	0.41457203
3250	0.36284578	0.14131823	0.65705239
3251	0.13269844	0.15616110	0.11418262
3252	0.29672273	0.17256294	0.18096726
3253	0.19843045	0.19068748	0.28681377
3254	0.44370398	0.21071567	0.45456919
3255	0.11999971	0.23284746	0.72044362
3256	0.26832751	0.25730378	0.12519875
3257	0.17944142	0.28432878	0.19842665
3258	0.40124321	0.10568598	0.31448505
3259	0.14674099	0.11678634	0.49842521
3260	0.32812283	0.12905258	0.78995072
3261	0.21942896	0.14260717	0.13727770
3262	0.49065807	0.15758541	0.21757050
3263	0.10190396	0.17413684	0.34482600
3264	0.22786418	0.19242670	0.54651237
3265	0.15238196	0.21263756	0.86616374
3266	0.34073642	0.23497121	0.15052201
3267	0.12461270	0.25965059	0.23856130
3268	0.27864247	0.28692208	0.37809419
3269	0.18633945	0.10664992	0.59923890
3270	0.41666767	0.11785152	0.94972966
3271	0.11268774	0.13022964	0.10607181
3272	0.25197745	0.14390786	0.16811250
3273	0.16850748	0.15902271	0.26644035
3274	0.37679418	0.17572511	0.42227950
3275	0.13779959	0.19418178	0.66926791
3276	0.30812925	0.21457699	0.11630543
